WD25CD,WD25NM,WD25NMW,ObjectId
E05014530,Hyde Godley,,4803
E05014430,"Cranwell, Leasingham & Wilsford",,4804
E05014582,Meir Park,,4805
E05014583,Meir South,,4806
E05014584,Moorcroft & Sneyd Green,,4807
E05014585,Penkhull & Springfields,,4808
E05014586,Sandford Hill,,4809
E05014587,Trent Vale & Oak Hill,,4810
E05014531,Hyde Newton,,4811
E05014480,Dove,,4812
E05014588,Tunstall,,4813
E05014431,Heckington Rural,,4814
E05014532,Hyde Werneth,,4815
E05014481,Heath,,4816
E05014589,Ashbourne North,,4817
E05014482,Horninglow & Outwoods,,4818
E05014432,Heighington & Washingborough,,4819
E05014483,Shobnall,,4820
E05014590,Ashbourne South,,4821
E05014433,Helpringham & Osbournby,,4822
E05014533,Longdendale,,4823
E05014591,Bakewell,,4824
E05014434,Hykeham Central,,4825
E05014534,Mossley,,4826
E05014484,Stapenhill,,4827
E05014592,Bonsall & Winster,,4828
E05014435,Hykeham Fosse,,4829
E05014535,St Peter's,,4830
E05014485,Stramshall & Weaver,,4831
E05014593,Bradwell,,4832
E05014436,Hykeham Memorial,,4833
E05014536,Stalybridge North,,4834
E05014486,Stretton,,4835
E05014594,Brailsford,,4836
E05014437,Kirkby la Thorpe & South Kyme,,4837
E05014330,Upper Dales,,4838
E05014537,Stalybridge South,,4839
E05014487,Town,,4840
E05014595,Calver & Longstone,,4841
E05014280,Hipswell & Colburn,,4842
E05014230,High Furness,,4843
E05014438,Metheringham Rural,,4844
E05014331,Valley Gardens & Central Harrogate,,4845
E05014538,Ansdell & Fairhaven,,4846
E05014380,South Petherton & Islemoor,,4847
E05014488,Winshill,,4848
E05014596,Chatsworth,,4849
E05014281,Helmsley & Sinnington,,4850
E05014231,Kendal Castle,,4851
E05014439,Navenby & Brant Broughton,,4852
E05014332,Washburn & Birstwith,,4853
E05014539,Ashton,,4854
E05014381,Street,,4855
E05014489,Great Dunmow North,,4856
E05014597,Cromford & Matlock Bath,,4857
E05014282,Hillside & Raskelf,,4858
E05014232,Kendal Highgate,,4859
E05014440,Ruskington,,4860
E05014333,Wathvale & Bishop Monkton,,4861
E05014540,Carnegie,,4862
E05014382,Taunton East,,4863
E05014490,Thaxted & the Eastons,,4864
E05014598,Darley Dale,,4865
E05014283,Huby & Tollerton,,4866
E05014233,Kendal Nether,,4867
E05014441,Skellingthorpe & Eagle,,4868
E05014334,Weaponness & Ramshill,,4869
E05014541,Freckleton Village,,4870
E05014383,Taunton North,,4871
E05014491,Biddenham,,4872
E05014599,"Dovedale, Parwich & Brassington",,4873
E05014284,Hunmanby & Sherburn,,4874
E05014234,Kendal South,,4875
E05014442,Sleaford Castle,,4876
E05014335,Wharfedale,,4877
E05014542,Heyhouses,,4878
E05014384,Taunton South,,4879
E05014492,Brickhill,,4880
E05014600,Doveridge & Sudbury,,4881
E05014285,Hutton Rudby & Osmotherley,,4882
E05014235,Kendal Strickland and Fell,,4883
E05014443,Sleaford Holdingham,,4884
E05014336,Whitby Streonshalh,,4885
E05014543,Kilgrimol,,4886
E05014385,Upper Tone,,4887
E05014493,Bromham,,4888
E05014601,Hartington & Taddington,,4889
E05014286,"Killinghall, Hampsthwaite & Saltergate",,4890
E05014236,Kent Estuary,,4891
E05014444,Sleaford Navigation,,4892
E05014337,Whitby West,,4893
E05014544,Kilnhouse,,4894
E05014386,Watchet & Stogursey,,4895
E05014494,Castle & Newnham,,4896
E05014602,Hathersage,,4897
E05014287,Kirkbymoorside & Dales,,4898
E05014237,Kirkby Stephen and Tebay,,4899
E05014445,Sleaford Quarrington & Mareham,,4900
E05014338,Woodlands,,4901
E05014545,Kirkham,,4902
E05014387,Wellington,,4903
E05014495,Cauldwell,,4904
E05014603,Hulland,,4905
E05014288,Knaresborough East,,4906
E05014238,Levens and Crooklands,,4907
E05014446,Sleaford Westholme,,4908
E05014339,Bishop's Hull & Taunton West,,4909
E05014546,Lytham East,,4910
E05014388,Wells,,4911
E05014496,Clapham & Oakley,,4912
E05014604,Matlock East & Tansley,,4913
E05014289,Knaresborough West,,4914
E05014239,Low Furness,,4915
E05014447,Waddington Rural,,4916
E05014340,Blackdown & Neroche,,4917
E05014547,Lytham West,,4918
E05014389,Wincanton & Bruton,,4919
E05014390,Yeovil Central,,4920
E05014391,Yeovil East,,4921
E05014392,Yeovil South,,4922
E05014393,Yeovil West,,4923
E05014394,Ampthill,,4924
E05014395,Arlesey & Fairfield,,4925
E05014396,Aspley & Woburn,,4926
E05014397,Barton-le-Clay & Silsoe,,4927
E05014398,Biggleswade East,,4928
E05014399,Biggleswade West,,4929
E05014400,Caddington,,4930
E05014401,"Clifton, Henlow & Langford",,4931
E05014402,Cranfield & Marston Moretaine,,4932
E05014403,Dunstable Central,,4933
E05014404,Dunstable East,,4934
E05014405,Dunstable North,,4935
E05014406,Dunstable South,,4936
E05014407,Dunstable West,,4937
E05014408,Eaton Bray,,4938
E05014409,Flitwick,,4939
E05014410,Heath & Reach,,4940
E05014411,Houghton Conquest & Haynes,,4941
E05014412,Houghton Regis East,,4942
E05014413,Houghton Regis West,,4943
E05014414,Leighton-Linslade North,,4944
E05014415,Leighton-Linslade South,,4945
E05014416,Leighton-Linslade West,,4946
E05014417,Meppershall & Shillington,,4947
E05014418,Northill,,4948
E05014419,Potton,,4949
E05014420,Sandy,,4950
E05014421,Shefford,,4951
E05014422,Stotfold,,4952
E05014423,Toddington,,4953
E05014424,"Westoning, Flitton & Greenfield",,4954
E05014425,"Ashby de la Launde, Digby & Scopwick",,4955
E05014426,Bassingham Rural,,4956
E05014427,Billinghay Rural,,4957
E05014428,Bracebridge Heath,,4958
E05014429,Branston,,4959
E05014497,De Parys,,4960
E05014498,Goldington,,4961
E05014499,Great Barford,,4962
E05014500,Great Denham,,4963
E05014501,Greyfriars,,4964
E05014502,Harpur,,4965
E05014503,Harrold,,4966
E05014504,Kempston Central & East,,4967
E05014505,Kempston North,,4968
E05014506,Kempston South,,4969
E05014507,Kempston West,,4970
E05014508,Kingsbrook,,4971
E05014509,Putnoe,,4972
E05014510,Queens Park,,4973
E05014511,Renhold & Ravensden,,4974
E05014512,Riseley,,4975
E05014513,Riverfield,,4976
E05014514,Sharnbrook,,4977
E05014515,Shortstown,,4978
E05014516,Wixams & Wilstead,,4979
E05014517,Wootton & Kempston Rural,,4980
E05014448,Witham St Hughs & Swinderby,,4981
E05014518,Wyboston,,4982
E05014341,Blackmoor Vale,,4983
E05014548,Medlar-with-Wesham,,4984
E05014449,All Saints,,4985
E05014240,Old Barrow and Hindpool,,4986
E05014605,Matlock West,,4987
E05014519,Ashton Hurst,,4988
E05014342,Brent,,4989
E05014290,Leyburn & Middleham,,4990
E05014549,Park,,4991
E05014450,Chatham Central & Brompton,,4992
E05014241,Ormsgill and Parkside,,4993
E05014606,Norbury,,4994
E05014520,Ashton St Michael's,,4995
E05014343,Bridgwater East & Bawdrip,,4996
E05014291,Malton,,4997
E05014550,Rural East Fylde,,4998
E05014451,"Cuxton, Halling & Riverside",,4999
E05014242,Penrith North,,5000
E05014607,Tideswell,,5001
E05014521,Ashton Waterloo,,5002
E05014344,Bridgwater North & Central,,5003
E05014292,Masham & Fountains,,5004
E05014551,Rural North Fylde,,5005
E05014452,Fort Horsted,,5006
E05014243,Penrith South,,5007
E05014608,Wirksworth,,5008
E05014522,Audenshaw,,5009
E05014345,Bridgwater South,,5010
E05014293,Monk Fryston & South Milford,,5011
E05014552,Staining,,5012
E05014453,Fort Pitt,,5013
E05014244,Risedale and Roosecote,,5014
E05014609,Youlgrave,,5015
E05014523,Denton North East,,5016
E05014346,Bridgwater West,,5017
E05014294,Mid Craven,,5018
E05014295,Morton-on-Swale & Appleton Wiske,,5019
E05014296,Newby,,5020
E05014297,North Richmondshire,,5021
E05014298,Northallerton North & Brompton,,5022
E05014299,Northallerton South,,5023
E05014300,Norton,,5024
E05014301,Northstead,,5025
E05014302,Oatlands & Pannal,,5026
E05014303,Osgoldcross,,5027
E05014304,Ouseburn,,5028
E05014305,Pateley Bridge & Nidderdale,,5029
E05014306,Pickering,,5030
E05014307,Richmond,,5031
E05014308,Ripon Minster & Moorside,,5032
E05014309,Ripon Ure Bank & Spa,,5033
E05014310,Romanby,,5034
E05014311,Scalby & the Coast,,5035
E05014312,Scotton & Lower Wensleydale,,5036
E05014313,Seamer,,5037
E05014314,Selby East,,5038
E05014315,Selby West,,5039
E05014316,Settle & Penyghent,,5040
E05014317,Sherburn in Elmet,,5041
E05014318,Sheriff Hutton & Derwent,,5042
E05014319,Skipton East & South,,5043
E05014320,Skipton North & Embsay-with-Eastby,,5044
E05014321,Skipton West & West Craven,,5045
E05014322,Sowerby & Topcliffe,,5046
E05014323,Spofforth with Lower Wharfedale & Tockwith,,5047
E05014324,"Stray, Woodlands & Hookstone",,5048
E05014325,Stokesley,,5049
E05014326,Tadcaster,,5050
E05014327,Thirsk,,5051
E05014328,Thornton Dale & Wolds,,5052
E05014329,Thorpe Willoughby & Hambleton,,5053
E05014245,Sedbergh and Kirkby Lonsdale,,5054
E05014610,Bancroft,,5055
E05014347,Brympton,,5056
E05014246,Ulverston,,5057
E05014454,Gillingham North,,5058
E05014611,Berry Hill,,5059
E05014348,Burnham on Sea North,,5060
E05014247,Upper Kent,,5061
E05014455,Gillingham South,,5062
E05014524,Denton South,,5063
E05014553,Warton,,5064
E05014612,Brick Kiln,,5065
E05014349,Cannington,,5066
E05014248,Walney Island,,5067
E05014456,Hempstead & Wigmore,,5068
E05014525,Denton West,,5069
E05014554,Wrea Green with Westby,,5070
E05014613,Carr Bank,,5071
E05014350,Castle Cary,,5072
E05014249,Windermere and Ambleside,,5073
E05014457,Hoo St Werburgh & High Halstow,,5074
E05014526,Droylsden East,,5075
E05014555,Abbey Hulton,,5076
E05014614,Central,,5077
E05014351,Chard North,,5078
E05014250,Aire Valley,,5079
E05014458,Lordswood & Walderslade,,5080
E05014527,Droylsden West,,5081
E05014556,"Baddeley, Milton & Norton",,5082
E05014615,Eakring,,5083
E05014352,Chard South,,5084
E05014251,Aiskew & Leeming,,5085
E05014459,Luton,,5086
E05014528,Dukinfield,,5087
E05014557,Basford & Hartshill,,5088
E05014616,Grange Farm,,5089
E05014353,Cheddar,,5090
E05014252,Amotherby & Ampleforth,,5091
E05014460,Princes Park,,5092
E05014529,Dukinfield Stalybridge,,5093
E05014558,"Bentilee, Ubberley & Townsend",,5094
E05014617,Holly Forest Town,,5095
E05014354,Coker,,5096
E05014253,Appleton Roebuck & Church Fenton,,5097
E05014461,Rainham North,,5098
E05014559,Birches Head & Northwood,,5099
E05014618,Hornby,,5100
E05014355,Comeytrowe & Trull,,5101
E05014254,Barlby & Riccall,,5102
E05014462,Rainham South East,,5103
E05014560,Blurton,,5104
E05014619,Kings Walk,,5105
E05014356,Crewkerne,,5106
E05014255,Bedale,,5107
E05014463,Rainham South West,,5108
E05014561,Boothen,,5109
E05014620,Kingsway Forest Town,,5110
E05014357,Curry Rivel & Langport,,5111
E05014256,Bentham & Ingleton,,5112
E05014464,Rochester East & Warren Wood,,5113
E05014562,Bradeley & Chell Heath,,5114
E05014563,Bucknall & Eaton Park,,5115
E05014564,Burslem,,5116
E05014565,Burslem Park,,5117
E05014566,Dresden & Florence,,5118
E05014567,Etruria & Hanley,,5119
E05014568,Fenton East,,5120
E05014569,Fenton West & Mount Pleasant,,5121
E05014570,Ford Green & Smallthorne,,5122
E05014571,Goldenhill & Sandyford,,5123
E05014572,Great Chell & Packmoor,,5124
E05014573,"Hanford, Newstead & Trentham",,5125
E05014574,"Hanley Park, Joiner's Square & Shelton",,5126
E05014575,Hartshill Park & Stoke,,5127
E05014576,Hollybush,,5128
E05014577,Lightwood North & Normacot,,5129
E05014578,Little Chell & Stanfield,,5130
E05014579,Longton & Meir Hay South,,5131
E05014621,Lindhurst,,5132
E05014465,Rochester West & Borstal,,5133
E05014257,Bilton Grange & New Park,,5134
E05014622,Ling Forest,,5135
E05014358,Dulverton & Exmoor,,5136
E05014466,St Mary's Island,,5137
E05014258,Bilton & Nidd Gorge,,5138
E05014623,Manor,,5139
E05014359,Dunster,,5140
E05014467,Strood North & Frindsbury,,5141
E05014259,Boroughbridge & Claro,,5142
E05014624,Market Warsop,,5143
E05014360,Frome East,,5144
E05014468,Strood Rural,,5145
E05014260,Brayton & Barlow,,5146
E05014625,Maun Valley Forest Town,,5147
E05014361,Frome North,,5148
E05014469,Strood West,,5149
E05014261,Camblesforth & Carlton,,5150
E05014626,Meden,,5151
E05014362,Frome West,,5152
E05014470,Twydall,,5153
E05014262,Castle,,5154
E05014627,Mill Lane,,5155
E05014363,Glastonbury,,5156
E05014471,Watling,,5157
E05014263,Catterick Village & Brompton-on-Swale,,5158
E05014628,Netherfield,,5159
E05014364,Highbridge & Burnham South,,5160
E05014472,Wayfield & Weeds Wood,,5161
E05014264,Cawood & Escrick,,5162
E05014629,Newlands Forest Town,,5163
E05014365,Huntspill,,5164
E05014473,Anglesey,,5165
E05014265,Cayton,,5166
E05014366,Ilminster,,5167
E05014474,Bagots & Needwood,,5168
E05014266,Cliffe & North Duffield,,5169
E05014367,King Alfred,,5170
E05014475,Blythe,,5171
E05014267,Coppice Valley & Duchy,,5172
E05014368,Lydeard,,5173
E05014476,Branston,,5174
E05014268,Danby & Mulgrave,,5175
E05014369,Martock,,5176
E05014477,Brizlincote,,5177
E05014269,Derwent Valley & Moor,,5178
E05014370,Mendip Central and East,,5179
E05014478,Burton & Eton,,5180
E05014270,Easingwold,,5181
E05014371,Mendip Hills,,5182
E05014479,Crown,,5183
E05014271,Eastfield,,5184
E05014372,Mendip South,,5185
E05014272,Esk Valley & Coast,,5186
E05014373,Mendip West,,5187
E05014273,Fairfax & Starbeck,,5188
E05014374,Minehead,,5189
E05014274,Falsgrave & Stepney,,5190
E05014375,Monkton & North Curry,,5191
E05014275,Filey,,5192
E05014376,North Petherton,,5193
E05014276,Great Ayton,,5194
E05014377,Rowbarton & Staplegrove,,5195
E05014277,"Glusburn, Cross Hills & Sutton-in-Craven",,5196
E05014378,Shepton Mallet,,5197
E05014278,Harlow & St. Georges,,5198
E05014379,Somerton,,5199
E05014279,High Harrogate & Kingsley,,5200
E05014936,Rural North East,,5201
E05014937,Rural South,,5202
E05014938,Rural West,,5203
E05014939,Skelmersdale North,,5204
E05014940,Skelmersdale South,,5205
E05014941,Tanhouse & Skelmersdale Town Centre,,5206
E05014680,Quorn & Mountsorrel Castle,,5207
E05014836,Westhoughton North & Hunger Hill,,5208
E05014986,Soar Valley,,5209
E05014942,Tarleton Village,,5210
E05014943,Up Holland,,5211
E05014944,Ash South,,5212
E05014945,Ash Vale,,5213
E05014946,Ash Wharf,,5214
E05014947,Bellfields & Slyfield,,5215
E05014948,Burpham,,5216
E05014949,Castle,,5217
E05014950,Clandon & Horsley,,5218
E05014951,Effingham,,5219
E05014952,Merrow,,5220
E05014953,Normandy & Pirbright,,5221
E05014954,Onslow,,5222
E05014955,Pilgrims,,5223
E05014956,Send & Lovelace,,5224
E05014957,Shalford,,5225
E05014958,St Nicolas,,5226
E05014959,Stoke,,5227
E05014960,Stoughton North,,5228
E05014961,Stoughton South,,5229
E05014962,Tillingbourne,,5230
E05014963,Westborough,,5231
E05014964,Worplesdon,,5232
E05014965,Abbey,,5233
E05014966,Bingham North,,5234
E05014967,Bingham South,,5235
E05014968,Bunny,,5236
E05014969,Compton Acres,,5237
E05014970,Cotgrave,,5238
E05014971,Cranmer,,5239
E05014972,Cropwell,,5240
E05014973,East Bridgford,,5241
E05014974,Edwalton,,5242
E05014975,Gamston,,5243
E05014976,Gotham,,5244
E05014977,Keyworth & Wolds,,5245
E05014978,Lady Bay,,5246
E05014979,Leake,,5247
E05014980,Lutterell,,5248
E05014981,Musters,,5249
E05014982,Nevile & Langar,,5250
E05014983,Newton,,5251
E05014984,Radcliffe on Trent,,5252
E05014985,Ruddington,,5253
E05014786,Marchwood & Eling,,5254
E05014630,Oak Tree,,5255
E05014730,Haywards Heath Lucastes & Bolnore,,5256
E05014837,Westhoughton South,,5257
E05014631,Oakham,,5258
E05014838,Bilston North,,5259
E05014731,Haywards Heath North,,5260
E05014632,Park Hall,,5261
E05014839,Bilston South,,5262
E05014987,Tollerton,,5263
E05014732,Hurstpierpoint,,5264
E05014886,Bolton & Slyne,,5265
E05014633,Penniment,,5266
E05014840,Blakenhall,,5267
E05014988,Trent Bridge,,5268
E05014787,Milford & Hordle,,5269
E05014681,Rothley Brook,,5270
E05014733,Lindfield,,5271
E05014887,Bowerham,,5272
E05014634,Pleasley,,5273
E05014841,Bushbury North,,5274
E05014989,Abram,,5275
E05014788,Milton,,5276
E05014682,Shepshed East,,5277
E05014734,Lindfield Rural & High Weald,,5278
E05014888,Bulk,,5279
E05014635,Racecourse,,5280
E05014842,Bushbury South & Low Hill,,5281
E05014990,Ashton-in-Makerfield South,,5282
E05014789,Pennington,,5283
E05014683,Shepshed West,,5284
E05014735,Barnfield,,5285
E05014889,Carnforth & Millhead,,5286
E05014636,Rock Hill,,5287
E05014843,East Park,,5288
E05014991,"Aspull, New Springs & Whelley",,5289
E05014790,Ringwood North & Ellingham,,5290
E05014684,Sileby & Seagrave,,5291
E05014736,Beech Hill,,5292
E05014890,Castle,,5293
E05014637,Rufford,,5294
E05014844,Ettingshall North,,5295
E05014992,Astley,,5296
E05014791,Ringwood South,,5297
E05014685,South Charnwood,,5298
E05014737,Biscot,,5299
E05014891,Ellel,,5300
E05014638,Sherwood,,5301
E05014845,Ettingshall South & Spring Vale,,5302
E05014993,Atherton North,,5303
E05014792,Sway,,5304
E05014686,Syston,,5305
E05014738,Bramingham,,5306
E05014892,Halton-with-Aughton & Kellet,,5307
E05014639,Southwell,,5308
E05014846,Fallings Park,,5309
E05014994,Atherton South & Lilford,,5310
E05014793,Totton Central,,5311
E05014687,The Wolds,,5312
E05014739,Central,,5313
E05014893,Heysham Central,,5314
E05014640,Thompsons,,5315
E05014847,Graiseley,,5316
E05014995,Bryn with Ashton-in-Makerfield North,,5317
E05014794,Totton North,,5318
E05014688,Thurmaston,,5319
E05014689,Wreake Valley,,5320
E05014690,Alfreton,,5321
E05014691,Alport & South West Parishes,,5322
E05014692,Belper East,,5323
E05014693,Belper North,,5324
E05014694,Belper South,,5325
E05014695,"Codnor, Langley Mill & Aldercar",,5326
E05014696,Crich & South Wingfield,,5327
E05014697,Duffield & Quarndon,,5328
E05014698,Heage & Ambergate,,5329
E05014699,Heanor East,,5330
E05014700,Heanor West & Loscoe,,5331
E05014701,Ironville & Riddings,,5332
E05014702,"Kilburn, Denby, Holbrook & Horsley",,5333
E05014703,Ripley,,5334
E05014704,Ripley & Marehay,,5335
E05014705,"Smalley, Shipley & Horsley Woodhouse",,5336
E05014706,Somercotes,,5337
E05014707,Swanwick,,5338
E05014708,"Ardingly, Balcombe & Turners Hill",,5339
E05014709,Ashurst Wood & East Grinstead South,,5340
E05014710,Burgess Hill Dunstall,,5341
E05014711,Burgess Hill Franklands,,5342
E05014712,Burgess Hill Leylands,,5343
E05014713,Burgess Hill Meeds & Hammonds,,5344
E05014714,Burgess Hill St Andrews,,5345
E05014715,Burgess Hill Victoria,,5346
E05014716,Copthorne & Worth,,5347
E05014717,Crawley Down,,5348
E05014718,"Cuckfield, Bolney & Ansty",,5349
E05014719,Downland Villages,,5350
E05014720,East Grinstead Ashplats,,5351
E05014721,East Grinstead Baldwins,,5352
E05014722,East Grinstead Herontye,,5353
E05014723,East Grinstead Imberhorne,,5354
E05014724,East Grinstead Town,,5355
E05014725,Handcross & Pease Pottage,,5356
E05014726,Hassocks,,5357
E05014727,Haywards Heath Ashenground,,5358
E05014728,Haywards Heath Bentswood & Heath,,5359
E05014729,Haywards Heath Franklands,,5360
E05014740,Challney,,5361
E05014996,Douglas,,5362
E05014641,Vale,,5363
E05014741,Dallow,,5364
E05014848,Heath Town,,5365
E05014997,Golborne & Lowton West,,5366
E05014642,Wainwright,,5367
E05014742,Farley,,5368
E05014894,Heysham North,,5369
E05014849,Merry Hill,,5370
E05014795,Totton South,,5371
E05014998,Hindley,,5372
E05014643,Warsop Carrs,,5373
E05014743,High Town,,5374
E05014895,Heysham South,,5375
E05014850,Oxley,,5376
E05014796,Bradninch,,5377
E05014999,Hindley Green,,5378
E05014644,West Bank,,5379
E05014744,Leagrave,,5380
E05014896,John O'Gaunt,,5381
E05014851,Park,,5382
E05014797,Cadbury,,5383
E05015000,Ince,,5384
E05014645,Yeoman Hill,,5385
E05014745,Lewsey,,5386
E05014897,Lower Lune Valley,,5387
E05014852,Penn,,5388
E05014798,Canonsleigh,,5389
E05015001,Leigh Central & Higher Folds,,5390
E05014646,Alexandra,,5391
E05014746,Northwell,,5392
E05014898,Marsh,,5393
E05014853,St Peters,,5394
E05014799,Clare & Shuttern,,5395
E05015002,Leigh South,,5396
E05014647,Chadderton Central,,5397
E05014747,Poets,,5398
E05014899,Overton,,5399
E05014854,Tettenhall Regis,,5400
E05014800,Crediton Boniface,,5401
E05015003,Leigh West,,5402
E05014648,Chadderton North,,5403
E05014748,Round Green,,5404
E05014900,Poulton,,5405
E05014855,Tettenhall Wightwick,,5406
E05014801,Crediton Lawrence,,5407
E05015004,Lowton East,,5408
E05014649,Chadderton South,,5409
E05014749,Saints,,5410
E05014901,Scale Hall,,5411
E05014856,Wednesfield North,,5412
E05014802,Cullompton Padbrook,,5413
E05015005,Orrell,,5414
E05014650,Coldhurst,,5415
E05014750,South,,5416
E05014902,Scotforth East,,5417
E05014857,Wednesfield South,,5418
E05014858,Billingham Central,,5419
E05014859,Billingham East,,5420
E05014860,Billingham North,,5421
E05014861,Billingham South,,5422
E05014862,Billingham West & Wolviston,,5423
E05014863,Bishopsgarth & Elm Tree,,5424
E05014864,Eaglescliffe East,,5425
E05014865,Eaglescliffe West,,5426
E05014866,Fairfield,,5427
E05014867,Grangefield,,5428
E05014868,Hardwick & Salters Lane,,5429
E05014869,Hartburn,,5430
E05014870,Ingleby Barwick North,,5431
E05014871,Ingleby Barwick South,,5432
E05014872,Mandale & Victoria,,5433
E05014873,Newtown,,5434
E05014874,Northern Parishes,,5435
E05014875,Norton Central,,5436
E05014876,Norton North,,5437
E05014877,Norton South,,5438
E05014878,Ropner,,5439
E05014879,Roseworth,,5440
E05014880,Southern Villages,,5441
E05014881,Stainsby Hill,,5442
E05014882,Stockton Town Centre,,5443
E05014883,Village,,5444
E05014884,Yarm,,5445
E05014885,Bare,,5446
E05014651,Crompton,,5447
E05014903,Scotforth West,,5448
E05014803,Cullompton St Andrews,,5449
E05014652,Failsworth East,,5450
E05015006,Pemberton,,5451
E05014904,Silverdale,,5452
E05014804,Cullompton Vale,,5453
E05014653,Failsworth West,,5454
E05015007,Shevington with Lower Ground & Moor,,5455
E05014905,Skerton,,5456
E05014751,Stopsley,,5457
E05014805,Halberton,,5458
E05014654,Hollinwood,,5459
E05015008,Standish with Langtree,,5460
E05014906,Torrisholme,,5461
E05014752,Sundon Park,,5462
E05014806,Lower Culm,,5463
E05014655,Medlock Vale,,5464
E05015009,Tyldesley & Mosley Common,,5465
E05014907,University,,5466
E05014753,Vauxhall,,5467
E05014807,Sandford & Creedy,,5468
E05014656,Royton North,,5469
E05015010,Wigan Central,,5470
E05014908,Upper Lune Valley,,5471
E05014754,Wigmore,,5472
E05014808,Silverton,,5473
E05014657,Royton South,,5474
E05015011,Wigan West,,5475
E05014909,Warton,,5476
E05014755,Binfield North & Warfield West,,5477
E05014809,Taw Vale,,5478
E05014658,Saddleworth North,,5479
E05015012,Winstanley,,5480
E05014910,West End,,5481
E05014756,Binfield South & Jennett's Park,,5482
E05014810,Tiverton Castle,,5483
E05014659,Saddleworth South,,5484
E05015013,Worsley Mesnes,,5485
E05014911,Westgate,,5486
E05014757,Bullbrook,,5487
E05014811,Tiverton Cranmore,,5488
E05014660,Saddleworth West & Lees,,5489
E05015014,Bramhall North,,5490
E05014912,Chalk,,5491
E05014759,Easthampstead & Wildridings,,5492
E05014812,Tiverton Lowman,,5493
E05014661,Shaw,,5494
E05015015,Bramhall South & Woodford,,5495
E05014913,Coldharbour & Perry Street,,5496
E05014760,Great Hollands,,5497
E05014813,Tiverton Westexe,,5498
E05014662,St James',,5499
E05015016,Bredbury & Woodley,,5500
E05014914,Denton,,5501
E05014761,Hanworth,,5502
E05014814,Upper Culm,,5503
E05014663,St Mary's,,5504
E05015017,Bredbury Green & Romiley,,5505
E05014915,Higham & Shorne,,5506
E05014763,Owlsmoor & College Town,,5507
E05014815,Upper Yeo & Taw,,5508
E05014664,Waterhead,,5509
E05015018,Brinnington & Stockport Central,,5510
E05014916,"Istead Rise, Cobham & Luddesdown",,5511
E05014764,Priestwood & Garth,,5512
E05014816,Way,,5513
E05014665,Werneth,,5514
E05015019,Cheadle East & Cheadle Hulme North,,5515
E05014917,Meopham North,,5516
E05014767,Town Centre & The Parks,,5517
E05014817,Yeo,,5518
E05014818,Astley Bridge,,5519
E05014819,Bradshaw,,5520
E05014820,Breightmet,,5521
E05014821,Bromley Cross,,5522
E05014822,Farnworth North,,5523
E05014823,Farnworth South,,5524
E05014824,Great Lever,,5525
E05014825,Halliwell,,5526
E05014826,"Heaton, Lostock & Chew Moor",,5527
E05014827,Horwich North,,5528
E05014828,Horwich South & Blackrod,,5529
E05014829,Hulton,,5530
E05014830,Kearsley,,5531
E05014831,Little Lever & Darcy Lever,,5532
E05014832,Queens Park & Central,,5533
E05014833,Rumworth,,5534
E05014834,Smithills,,5535
E05014835,Tonge with the Haulgh,,5536
E05015020,Cheadle Hulme South,,5537
E05014770,"Ashley, Bashley & Fernhill",,5538
E05015021,Cheadle West & Gatley,,5539
E05014771,"Ashurst, Bramshaw, Copythorne & Netley Marsh",,5540
E05015022,Davenport & Cale Green,,5541
E05014772,Ballard,,5542
E05014666,Anstey,,5543
E05015023,Edgeley,,5544
E05014918,Meopham South & Vigo,,5545
E05014773,Barton & Becton,,5546
E05014667,Barrow upon Soar,,5547
E05015024,Hazel Grove,,5548
E05014919,Northfleet & Springhead,,5549
E05014774,"Bransgore, Burley, Sopley & Ringwood East",,5550
E05014668,Birstall East & Wanlip,,5551
E05015025,Heald Green,,5552
E05014920,Painters Ash,,5553
E05014775,Brockenhurst & Denny Lodge,,5554
E05014669,Birstall West,,5555
E05015026,Heatons North,,5556
E05014921,Pelham,,5557
E05014776,Dibden & Dibden Purlieu,,5558
E05014670,"Dishley, Hathern & Thorpe Acre",,5559
E05015027,Heatons South,,5560
E05014922,Riverview Park,,5561
E05014777,Downlands & Forest North,,5562
E05014671,Forest Bradgate,,5563
E05015028,Manor,,5564
E05014923,Rosherville,,5565
E05014778,"Fawley, Blackfield, Calshot & Langley",,5566
E05014672,Loughborough Ashby,,5567
E05015029,Marple North,,5568
E05014924,Singlewell,,5569
E05014779,"Fordingbridge, Godshill & Hyde",,5570
E05014673,Loughborough East,,5571
E05015030,Marple South & High Lane,,5572
E05014925,Town,,5573
E05014780,Forest & Solent,,5574
E05014674,Loughborough Nanpantan,,5575
E05015031,Norbury & Woodsmoor,,5576
E05014926,Westcourt,,5577
E05014781,"Hardley, Holbury & North Blackfield",,5578
E05014675,Loughborough Outwoods & Shelthorpe,,5579
E05015032,Offerton,,5580
E05014927,Whitehill & Windmill Hill,,5581
E05014782,Hythe Central,,5582
E05014676,Loughborough Southfields,,5583
E05015033,Reddish North,,5584
E05014928,Woodlands,,5585
E05014783,Hythe South,,5586
E05014677,Loughborough Storer,,5587
E05015034,Reddish South,,5588
E05014929,Aughton & Holborn,,5589
E05014784,Lymington,,5590
E05014678,Loughborough Woodthorpe,,5591
E05015035,Aylesford North & North Downs,,5592
E05014930,Burscough Bridge & Rufford,,5593
E05014785,Lyndhurst & Minstead,,5594
E05014679,Mountsorrel,,5595
